Premise_ID,Argument_ID,annotator,persuasiveness,changeability,premise_agreement,Group_ID
ker9z2,gg47scy,group-22_person-0,1,1,1,22
iqgpkb,g4s1evk,group-22_person-0,1,1,1,22
w3wfot,ih3xufb,group-22_person-0,3,1,1,22
cf9gy0,eu8brjo,group-22_person-0,1,5,3,22
cjbm31,evn320c,group-22_person-0,5,1,1,22
ltgnof,gozhanj,group-22_person-0,5,1,4,22
jwom8k,gctthsu,group-22_person-0,1,1,4,22
e0x4en,f8iwvlm,group-22_person-0,5,2,3,22
d4pyma,f0fofor,group-22_person-0,3,2,5,22
itfxxy,g5ez536,group-22_person-0,5,1,6,22
ccckve,etm3osk,group-22_person-0,5,1,1,22
cm41iy,evzynmz,group-22_person-0,5,1,6,22
nk1m9l,gzaf3xx,group-22_person-0,5,1,1,22
dwyoyx,f7n4d97,group-22_person-0,1,1,3,22
f59rlq,fi0b5i8,group-22_person-0,2,5,2,22
cmhlwm,ew442ku,group-22_person-0,1,1,1,22
jopac5,gb9ks8a,group-22_person-0,1,1,1,22
kg4m6t,ggdfh7z,group-22_person-0,5,2,4,22
c2t8h5,erohs6k,group-22_person-0,1,1,2,22
hl64tu,fwxcrb7,group-22_person-0,2,5,3,22
lj3sta,gnakuif,group-22_person-0,4,3,4,22
m9jmlr,gro3sd8,group-22_person-0,2,3,5,22
cqqrad,ewyh4k9,group-22_person-0,5,1,2,22
ci8vij,ev2uz45,group-22_person-0,3,1,5,22
hfnapn,fvynm98,group-22_person-0,2,1,3,22
k91pnp,gf1hwuj,group-22_person-0,5,1,2,22
slzyfs,hwb8zg5,group-22_person-0,1,1,1,22
lsvuim,goxi686,group-22_person-0,2,4,3,22
ho9a7y,fxgfycd,group-22_person-0,5,2,5,22
jcv6rl,g953sjb,group-22_person-0,5,1,1,22
bwhb0p,epyzmsh,group-22_person-0,4,1,1,22
itsq7t,g5hhdip,group-22_person-0,2,1,6,22
e6k7z0,f9qua25,group-22_person-0,5,4,2,22
l48r88,gkn3eit,group-22_person-0,1,1,1,22
t42x9l,hywccja,group-22_person-0,1,5,3,22
gtvp6u,fsep4fr,group-22_person-0,5,2,3,22
gvr172,fsrmb68,group-22_person-0,4,1,1,22
l5yf8j,gky75uh,group-22_person-0,1,1,3,22
n6i811,gxa7818,group-22_person-0,5,1,1,22
k0s6r8,gdjzmet,group-22_person-0,1,5,4,22
c1mtx4,erevqnq,group-22_person-0,3,5,4,22
kvwbxj,gj0x7ik,group-22_person-0,4,1,5,22
nqdad0,h0b8aed,group-22_person-0,5,1,1,22
l8fp1m,glclzmw,group-22_person-0,4,1,1,22
l6fi8g,gl36tys,group-22_person-0,5,1,1,22
g71ufc,fofz4l1,group-22_person-0,5,1,1,22
jk8out,gak7gev,group-22_person-0,5,1,4,22
mepkn2,gsjoxal,group-22_person-0,4,1,5,22
d22cnl,ezt4drn,group-22_person-0,5,1,4,22
hqth8d,fy115n6,group-22_person-0,3,5,1,22
hxxl6m,fz98y5h,group-22_person-0,1,1,6,22
hmvrdq,fx7vgs9,group-22_person-0,1,5,3,22
d1xczo,ezqycdl,group-22_person-0,5,5,3,22
jb2gut,g8vs3is,group-22_person-0,1,1,3,22
e0jmyd,f8gnms5,group-22_person-0,2,1,5,22
iv1grp,g5s5mhj,group-22_person-0,5,5,4,22
the462,i178xdv,group-22_person-0,5,1,1,22
e9q92j,fakqv2m,group-22_person-0,4,5,3,22
tq3lt1,i2hw24h,group-22_person-0,1,5,3,22
sqewvu,hwn251f,group-22_person-0,4,5,4,22
ktguq4,ginogmd,group-22_person-0,1,1,1,22
n2tirj,gwlqsrw,group-22_person-0,4,5,4,22
lsy1vi,goxrs24,group-22_person-0,5,1,6,22
f1ktw3,fh6xrw5,group-22_person-0,5,5,3,22
j45bok,g7iubhi,group-22_person-0,5,4,3,22
imh17n,g43y6tn,group-22_person-0,1,1,1,22
ea9czq,faovhea,group-22_person-0,5,5,5,22
hpia1c,fxrg9cc,group-22_person-0,4,1,1,22
gqf985,frsctcp,group-22_person-0,1,1,6,22
dcybl1,f2hu4ux,group-22_person-0,3,3,6,22
n2e7j5,gwiuvse,group-22_person-0,5,5,4,22
uiw3ka,i7qbtg2,group-22_person-0,2,4,2,22
kvwbxj,gj3rp3a,group-22_person-0,3,5,3,22
sbo5lz,hu2inwz,group-22_person-0,1,3,4,22
j1f3dg,g6ysbio,group-22_person-0,2,1,1,22
csrvzi,exgx4dr,group-22_person-0,5,1,1,22
lvct6m,gpbav12,group-22_person-0,5,3,3,22
kdjqsn,gfwwktg,group-22_person-0,1,1,1,22
dnkp1i,f5gr7qb,group-22_person-0,3,1,2,22
vjyyhq,idme3a1,group-22_person-0,5,1,1,22
o6gg0v,h2s9aci,group-22_person-0,1,1,1,22
kyjhkp,gjgtos3,group-22_person-0,5,5,4,22
lp6hyi,go9u5rv,group-22_person-0,4,3,5,22
o7d8z5,h337xnd,group-22_person-0,3,4,4,22
gxso83,ft7ct26,group-22_person-0,5,2,6,22
ulo3ex,i7zptwp,group-22_person-0,2,2,2,22
nq4qey,h08tz4k,group-22_person-0,3,1,6,22
o77twj,h2x40ac,group-22_person-0,3,5,3,22
u3qnrj,i4sh1lz,group-22_person-0,1,1,6,22
guxce9,fslbrsv,group-22_person-0,4,1,2,22
n52l95,gwywpzg,group-22_person-0,4,4,3,22
suzkhj,hxd2264,group-22_person-0,1,1,1,22
hnqnw8,fxd90ii,group-22_person-0,5,1,6,22
gw9a3c,fsttdlx,group-22_person-0,5,2,3,22
l5derx,gkufcl5,group-22_person-0,2,3,3,22
vgthsz,id3eqib,group-22_person-0,5,3,4,22
cgk1mb,euhvoy7,group-22_person-0,1,2,4,22
ha40l5,fv0i78h,group-22_person-0,4,1,1,22
c8pe5j,esohw3p,group-22_person-0,1,1,1,22
dr9o11,f6goibs,group-22_person-0,4,1,2,22
uba13x,i635cqh,group-22_person-0,3,5,4,22
ehjlpq,fcjxdtw,group-22_person-0,4,1,1,22
lz8w3u,gq06vt4,group-22_person-0,3,2,3,22
gek0x9,fpo8zor,group-22_person-0,5,3,5,22
tb2o1u,i08dwor,group-22_person-0,5,1,1,22
mauv90,grucopj,group-22_person-0,1,2,4,22
hhybbz,fwf4wtw,group-22_person-0,5,1,1,22
imodr1,g44akvj,group-22_person-0,1,3,4,22
hbn81h,fvdt7i5,group-22_person-0,3,1,6,22
jt9b7t,gc4b2el,group-22_person-0,2,1,1,22
npd1v4,h04l2s3,group-22_person-0,3,1,1,22
hay70e,fv5qcjs,group-22_person-0,5,2,3,22
sjgujj,hveyq8d,group-22_person-0,5,1,1,22
lgf0c8,gmri2fv,group-22_person-0,4,1,2,22
jcx3bp,g9fcmm8,group-22_person-0,2,5,3,22
exk2rg,fg8zwyz,group-22_person-0,4,2,3,22
lmqqi4,gnxlxut,group-22_person-0,5,1,1,22
f2avyz,fhbev50,group-22_person-0,4,1,3,22
eob1zw,feavm3i,group-22_person-0,3,1,5,22
hmfenf,fx4t59v,group-22_person-0,3,5,3,22
u47ycf,i4txnl7,group-22_person-0,5,5,4,22
kb6uhb,gfgxxc9,group-22_person-0,4,1,2,22
c280xb,erifimh,group-22_person-0,4,4,3,22
g9wc3c,fow0vru,group-22_person-0,5,1,2,22
l297g6,gk45wrj,group-22_person-0,1,1,1,22
hr6yqp,fy6gdkb,group-22_person-0,5,1,2,22
cp33wl,ewmxjt2,group-22_person-0,1,3,5,22
l3pz82,gkhw22h,group-22_person-0,5,1,5,22
khm3td,ggpheo0,group-22_person-0,3,1,2,22
g7243k,foglc3a,group-22_person-1,1,2,1,22
etoyxd,ffhyp7q,group-22_person-1,3,5,3,22
nw01pe,h167r53,group-22_person-1,1,3,2,22
hiya60,fwkdiz5,group-22_person-1,2,1,4,22
cjxhhs,evh6xw7,group-22_person-1,3,1,2,22
ck6lem,evlhswg,group-22_person-1,3,3,3,22
dejfpy,f2vp4qh,group-22_person-1,3,1,2,22
dz0ok6,f85nsuu,group-22_person-1,1,4,4,22
m5sgwy,gro41ja,group-22_person-1,3,1,2,22
eoerpz,fecyzjc,group-22_person-1,5,4,4,22
dff0su,f32mirq,group-22_person-1,3,5,3,22
j07n8o,g6psvjf,group-22_person-1,1,1,4,22
g7av9h,fojn5a8,group-22_person-1,2,5,3,22
ljz0m6,gnhjsjv,group-22_person-1,2,2,1,22
bxsmwr,eq9tuk4,group-22_person-1,1,4,1,22
eoopco,fee1tfr,group-22_person-1,1,4,4,22
csbzcz,exdvsj7,group-22_person-1,1,4,3,22
uyj5s7,ia9vlhg,group-22_person-1,1,4,3,22
ssba91,hx0117e,group-22_person-1,1,1,4,22
jx3dhv,gcvwcqz,group-22_person-1,3,5,1,22
cmrrgp,ew6dd4s,group-22_person-1,1,3,3,22
n76g18,gxc78zc,group-22_person-1,1,2,4,22
o757b2,h2wo5zi,group-22_person-1,2,4,3,22
cou0f5,ewmroum,group-22_person-1,2,3,2,22
n5wssi,gx4vonw,group-22_person-1,1,5,4,22
hyfg2f,fzcgvk6,group-22_person-1,2,5,4,22
cd7xlh,ets6axf,group-22_person-1,3,1,4,22
jj6rsi,gabgfg5,group-22_person-1,3,4,1,22
jd6ne8,g96csgp,group-22_person-1,1,3,2,22
hm5818,fx35vqw,group-22_person-1,3,2,4,22
um8s8b,i80urgi,group-22_person-1,2,2,1,22
nok5kt,h05wnpr,group-22_person-1,2,5,3,22
jv71us,gciq8mu,group-22_person-1,1,3,3,22
tbi3y6,i09akjo,group-22_person-1,3,4,3,22
vhrooc,idbtcb1,group-22_person-1,1,2,3,22
gcwl9v,fpfig1u,group-22_person-1,3,3,4,22
vhtn1j,id9ipvu,group-22_person-1,1,1,2,22
dsgobj,f6qx4ia,group-22_person-1,3,4,1,22
nambq8,gy018l7,group-22_person-1,3,5,2,22
j14rie,g6xzkrn,group-22_person-1,3,1,3,22
jml270,gbd14o9,group-22_person-1,1,2,1,22
n4vgqy,gwyzcrr,group-22_person-1,1,4,3,22
lmqyid,gnz47sq,group-22_person-1,3,3,4,22
i0c7vh,fzor0r2,group-22_person-1,3,1,2,22
drs2bl,f6kwzub,group-22_person-1,2,5,4,22
g95ja8,fozqwoy,group-22_person-1,3,2,1,22
luoggn,gp7u4mq,group-22_person-1,2,4,2,22
kxqncx,gjbur0p,group-22_person-1,2,1,2,22
hd1kov,fviiyof,group-22_person-1,3,1,2,22
t3qmmi,hyx753m,group-22_person-1,1,4,2,22
gslgd4,fs8vgve,group-22_person-1,2,4,3,22
j7pgvm,g8696g3,group-22_person-1,1,2,4,22
g6as0v,fo941ge,group-22_person-1,1,3,2,22
ugskfa,i753le1,group-22_person-1,1,3,1,22
mggbbh,gssvaz1,group-22_person-1,2,2,4,22
md585r,gsd3bjc,group-22_person-1,3,3,1,22
ttiqzz,i2yakka,group-22_person-1,1,5,2,22
j81kvz,g88d80y,group-22_person-1,3,1,4,22
vfk3ta,icwo5ld,group-22_person-1,1,4,1,22
vzeywj,igaa8dl,group-22_person-1,3,1,3,22
c89mty,eslcb39,group-22_person-1,2,4,2,22
o6aw15,h2shz9q,group-22_person-1,3,1,4,22
kl44k9,gh7fa87,group-22_person-1,3,4,3,22
c2xatm,ern6ap9,group-22_person-1,3,4,1,22
c5hoek,es1ykmp,group-22_person-1,1,5,4,22
h8vze4,fuv1zmx,group-22_person-1,3,2,1,22
mgs4wb,gswk0f0,group-22_person-1,2,4,2,22
k2nnbx,gdvj3k5,group-22_person-1,3,3,4,22
t5nsz0,hz9y53s,group-22_person-1,3,5,1,22
c4wxw2,eryzqpy,group-22_person-1,3,3,3,22
lgqodk,gmuotl9,group-22_person-1,3,1,3,22
hq2z99,fxvdswu,group-22_person-1,1,1,4,22
u24p8b,i4wf4h7,group-22_person-1,2,1,2,22
cj4to1,evtk3s5,group-22_person-1,1,3,1,22
mfc4jx,gsmrmsk,group-22_person-1,3,4,3,22
t7itsh,hzi88mz,group-22_person-1,1,1,3,22
tgsm9h,i14vxqi,group-22_person-1,2,1,1,22
c2xupg,ernuw71,group-22_person-1,3,2,4,22
inov1s,g49bqgv,group-22_person-1,3,4,4,22
iq2or7,g4pnw7b,group-22_person-1,1,3,3,22
das5oh,f1vf75j,group-22_person-1,1,4,4,22
k0t04v,gdk0yhb,group-22_person-1,2,1,2,22
ezki41,fh1ej6o,group-22_person-1,1,2,2,22
j20o8a,g73oh5u,group-22_person-1,3,1,2,22
u2dzfl,i4ic87q,group-22_person-1,2,2,3,22
lwawr9,gpg9ff5,group-22_person-1,1,3,3,22
knplpj,ghlv141,group-22_person-1,1,2,4,22
deovjf,f30dvl8,group-22_person-1,2,3,3,22
l7l326,gl8qxu9,group-22_person-1,2,2,1,22
bx8nev,eq4brct,group-22_person-1,3,5,2,22
drsc9d,f6kt628,group-22_person-1,2,1,2,22
jj0t7f,gam1gzz,group-22_person-1,1,3,3,22
dtul9b,f76rgnx,group-22_person-1,3,2,1,22
hl7gk7,fwxdjsq,group-22_person-1,4,2,1,22
cwwven,eyg2tl4,group-22_person-1,1,2,3,22
vogboe,iegtmjb,group-22_person-1,1,5,2,22
it9jv1,g5dt3kt,group-22_person-1,1,1,2,22
w34043,igxkn3p,group-22_person-1,2,4,4,22
s7z7eu,htd6a0b,group-22_person-1,3,3,2,22
vsqn4v,ifc800s,group-22_person-1,1,5,3,22
j9afp8,g8ootxl,group-22_person-1,2,3,1,22
nzt1ia,h1rdb2q,group-22_person-1,2,1,4,22
f7sjma,fieq1xb,group-22_person-1,3,4,1,22
f20b46,fha3ws9,group-22_person-1,1,2,1,22
uba13x,i62unk5,group-22_person-1,3,3,4,22
cntr5m,ewgluib,group-22_person-1,3,1,3,22
ee38g0,fbojy20,group-22_person-1,3,2,4,22
e41rjx,f96bn93,group-22_person-1,1,3,1,22
l03eoy,gjrbemz,group-22_person-1,2,4,3,22
h12ca9,ftpn54p,group-22_person-1,3,3,2,22
k694h8,gelae9l,group-22_person-1,4,4,1,22
e41rjx,f96aqwr,group-22_person-1,2,5,1,22
lk6ts2,gnib3a5,group-22_person-1,1,1,4,22
niwb1c,gz43zdv,group-22_person-1,1,2,3,22
e2les2,f8w6kpv,group-22_person-1,2,5,3,22
eca4fz,fbamapj,group-22_person-1,3,3,4,22
gnfy7z,fr9gi28,group-22_person-1,1,5,4,22
d7i1ta,f10w8pj,group-22_person-1,1,1,2,22
cpyt1g,ewutczq,group-22_person-1,2,2,3,22
ljd7wq,gnl1j7j,group-22_person-1,2,3,1,22
jjtfji,gal40th,group-22_person-1,1,1,1,22
cbn3ba,eth6fpp,group-22_person-1,3,2,2,22
h7a2vo,fukivkf,group-22_person-1,3,1,3,22
jxt213,gcz0u1q,group-22_person-1,2,2,3,22
v0yf4e,ial6ym5,group-22_person-1,5,5,4,22
ghi0lq,fq9c5qs,group-22_person-1,1,3,4,22
ka7hqw,gfb0q21,group-22_person-1,2,3,1,22
jmc14c,gau9y17,group-22_person-1,1,5,2,22
n5oxqp,gx2h2o7,group-22_person-1,3,4,1,22
ha40l5,fv0e455,group-22_person-1,3,1,2,22
dsl7yw,f6xygs7,group-22_person-1,1,5,4,22
g2t3zo,fnngia2,group-22_person-1,1,2,3,22
dcrqyl,f2al253,group-22_person-1,3,5,2,22
fspzox,fm358zd,group-22_person-1,4,2,1,22
t53b96,hz2eakb,group-22_person-1,1,1,1,22
o7ta3t,h30us8p,group-22_person-1,3,2,2,22
gzwqu6,ftjj0sl,group-22_person-1,3,1,1,22
f4jrwy,fhr819o,group-22_person-1,1,1,1,22
sjgujj,hveorew,group-22_person-1,3,1,1,22
gnw8j7,frc6q3o,group-22_person-1,3,3,1,22
dlnzo6,f4sej0y,group-22_person-1,1,5,1,22
v39jse,iaxl8vm,group-22_person-1,1,1,4,22
l5x5ke,gkx2jvz,group-22_person-1,3,4,2,22
d33wzi,f02p91h,group-22_person-1,3,1,2,22
o2euiy,h2atrzj,group-22_person-1,4,2,2,22
fuuqfk,fmi0z28,group-22_person-1,2,2,4,22
ghsri8,fqao7s3,group-22_person-1,2,5,4,22
vv4g7q,ifi5ys8,group-22_person-1,1,4,4,22
lu07ln,gp71jtk,group-22_person-1,1,3,1,22
e1ixx0,f8pu7ym,group-22_person-1,2,2,3,22
dm445j,f5chu1c,group-22_person-1,2,3,1,22
sak5g9,htuznl3,group-22_person-1,1,5,1,22
tiiwju,i1g4t8d,group-22_person-1,2,5,4,22
d2u93c,ezwwn39,group-22_person-1,1,1,3,22
twocko,i3gkrrt,group-22_person-1,2,5,4,22
jidljb,ga6ybbd,group-22_person-1,2,1,2,22
joemab,ghtjfz6,group-22_person-1,2,3,4,22
uq5ndv,i8oylt6,group-22_person-1,1,4,3,22
eua8fo,ffpt59i,group-22_person-1,3,4,1,22
l0z87a,gjx93pf,group-22_person-1,4,5,2,22
n5oxqp,gx2h2qv,group-22_person-1,2,3,2,22
d4t6q6,f0jao83,group-22_person-1,3,5,3,22
ecz530,fbf4rlo,group-22_person-1,3,3,1,22
c2xvar,ernbc3o,group-22_person-1,4,2,4,22
fx9emu,fmsyunu,group-22_person-1,2,2,1,22
kv90qz,giwzwqs,group-22_person-1,3,1,4,22
g97ieq,foroq3s,group-22_person-1,1,5,4,22
no08c9,gzy1nf6,group-22_person-1,1,1,4,22
uq5ndv,i8p7mtg,group-22_person-1,1,2,2,22
v1q6nh,iaq5jeh,group-22_person-1,3,4,3,22
dnfsox,f5aknto,group-22_person-1,2,5,4,22
djeduy,f454mz6,group-22_person-1,3,3,2,22
kv6b6p,gix3kww,group-22_person-1,3,3,2,22
bwsy2p,eq1sy2z,group-22_person-1,4,1,1,22
caewdj,et8rai3,group-22_person-1,4,5,2,22
vod871,iecd15f,group-22_person-1,3,5,3,22
dmil07,f524p8k,group-22_person-1,3,5,2,22
dw4s70,f7hl81n,group-22_person-1,1,2,2,22
nxhleo,h1fa1la,group-22_person-1,2,3,1,22
mcfg5b,gs3ah50,group-22_person-1,3,4,1,22
ge383e,fpkzek2,group-22_person-1,1,1,1,22
cdraye,etvz1co,group-22_person-1,3,4,1,22
ker9z2,gg47scy,group-22_person-1,1,5,2,22
iqgpkb,g4s1evk,group-22_person-1,1,4,2,22
w3wfot,ih3xufb,group-22_person-1,3,4,1,22
cf9gy0,eu8brjo,group-22_person-1,1,5,3,22
cjbm31,evn320c,group-22_person-1,2,1,1,22
ltgnof,gozhanj,group-22_person-1,2,2,3,22
jwom8k,gctthsu,group-22_person-1,1,3,1,22
e0x4en,f8iwvlm,group-22_person-1,1,2,3,22
d4pyma,f0fofor,group-22_person-1,3,5,4,22
itfxxy,g5ez536,group-22_person-1,3,4,2,22
ccckve,etm3osk,group-22_person-1,2,4,2,22
cm41iy,evzynmz,group-22_person-1,2,3,3,22
nk1m9l,gzaf3xx,group-22_person-1,2,1,4,22
dwyoyx,f7n4d97,group-22_person-1,1,3,2,22
f59rlq,fi0b5i8,group-22_person-1,2,2,3,22
cmhlwm,ew442ku,group-22_person-1,3,2,1,22
jopac5,gb9ks8a,group-22_person-1,1,5,4,22
kg4m6t,ggdfh7z,group-22_person-1,3,5,3,22
c2t8h5,erohs6k,group-22_person-1,1,5,1,22
hl64tu,fwxcrb7,group-22_person-1,2,4,3,22
lj3sta,gnakuif,group-22_person-1,2,3,1,22
m9jmlr,gro3sd8,group-22_person-1,1,5,1,22
cqqrad,ewyh4k9,group-22_person-1,2,2,2,22
ci8vij,ev2uz45,group-22_person-1,2,1,2,22
hfnapn,fvynm98,group-22_person-1,3,4,3,22
k91pnp,gf1hwuj,group-22_person-1,2,5,2,22
slzyfs,hwb8zg5,group-22_person-1,1,5,3,22
lsvuim,goxi686,group-22_person-1,2,5,2,22
ho9a7y,fxgfycd,group-22_person-1,3,3,4,22
jcv6rl,g953sjb,group-22_person-1,3,4,2,22
bwhb0p,epyzmsh,group-22_person-1,3,4,1,22
itsq7t,g5hhdip,group-22_person-1,1,1,1,22
e6k7z0,f9qua25,group-22_person-1,3,5,4,22
l48r88,gkn3eit,group-22_person-1,2,2,3,22
t42x9l,hywccja,group-22_person-1,2,3,4,22
gtvp6u,fsep4fr,group-22_person-1,2,5,2,22
gvr172,fsrmb68,group-22_person-1,3,2,1,22
l5yf8j,gky75uh,group-22_person-1,1,3,2,22
n6i811,gxa7818,group-22_person-1,3,4,2,22
k0s6r8,gdjzmet,group-22_person-1,1,5,3,22
c1mtx4,erevqnq,group-22_person-1,3,4,4,22
ltk8jj,gozioj7,group-22_person-1,1,5,3,22
kvwbxj,gj0x7ik,group-22_person-1,1,1,3,22
nqdad0,h0b8aed,group-22_person-1,3,5,3,22
l8fp1m,glclzmw,group-22_person-1,2,1,2,22
l6fi8g,gl36tys,group-22_person-1,4,3,2,22
g71ufc,fofz4l1,group-22_person-1,3,2,2,22
jk8out,gak7gev,group-22_person-1,3,2,2,22
fbe13m,fj5vozr,group-22_person-1,3,3,3,22
mepkn2,gsjoxal,group-22_person-1,3,3,2,22
d22cnl,ezt4drn,group-22_person-1,4,2,1,22
hqth8d,fy115n6,group-22_person-1,3,5,1,22
hxxl6m,fz98y5h,group-22_person-1,1,1,1,22
hmvrdq,fx7vgs9,group-22_person-1,1,5,4,22
d1xczo,ezqycdl,group-22_person-1,4,5,3,22
jb2gut,g8vs3is,group-22_person-1,1,4,2,22
e0jmyd,f8gnms5,group-22_person-1,1,5,2,22
iv1grp,g5s5mhj,group-22_person-1,3,5,3,22
the462,i178xdv,group-22_person-1,3,3,4,22
e9q92j,fakqv2m,group-22_person-1,2,5,1,22
tq3lt1,i2hw24h,group-22_person-1,1,5,1,22
sqewvu,hwn251f,group-22_person-1,2,3,1,22
ktguq4,ginogmd,group-22_person-1,1,3,1,22
n2tirj,gwlqsrw,group-22_person-1,3,2,2,22
lsy1vi,goxrs24,group-22_person-1,3,3,2,22
f1ktw3,fh6xrw5,group-22_person-1,3,4,3,22
j45bok,g7iubhi,group-22_person-1,4,2,1,22
imh17n,g43y6tn,group-22_person-1,1,5,3,22
ea9czq,faovhea,group-22_person-1,2,2,4,22
hpia1c,fxrg9cc,group-22_person-1,2,5,4,22
gqf985,frsctcp,group-22_person-1,2,5,1,22
dcybl1,f2hu4ux,group-22_person-1,2,1,2,22
n2e7j5,gwiuvse,group-22_person-1,3,2,2,22
uyj5s7,ifu8oyd,group-22_person-1,1,4,2,22
uiw3ka,i7qbtg2,group-22_person-1,2,3,4,22
kvwbxj,gj3rp3a,group-22_person-1,2,4,1,22
sbo5lz,hu2inwz,group-22_person-1,1,3,3,22
j1f3dg,g6ysbio,group-22_person-1,3,5,4,22
csrvzi,exgx4dr,group-22_person-1,3,1,1,22
lvct6m,gpbav12,group-22_person-1,3,2,3,22
kdjqsn,gfwwktg,group-22_person-1,2,4,2,22
dnkp1i,f5gr7qb,group-22_person-1,3,2,4,22
vjyyhq,idme3a1,group-22_person-1,2,4,4,22
o6gg0v,h2s9aci,group-22_person-1,1,5,4,22
kyjhkp,gjgtos3,group-22_person-1,3,4,3,22
lp6hyi,go9u5rv,group-22_person-1,3,1,1,22
o7d8z5,h337xnd,group-22_person-1,2,3,2,22
jm8pk9,gbackp5,group-22_person-1,2,4,2,22
gxso83,ft7ct26,group-22_person-1,4,4,2,22
ulo3ex,i7zptwp,group-22_person-1,2,1,2,22
nq4qey,h08tz4k,group-22_person-1,3,3,1,22
o77twj,h2x40ac,group-22_person-1,2,2,1,22
u3qnrj,i4sh1lz,group-22_person-1,1,1,2,22
guxce9,fslbrsv,group-22_person-1,3,3,1,22
n52l95,gwywpzg,group-22_person-1,3,3,4,22
suzkhj,hxd2264,group-22_person-1,1,1,1,22
hnqnw8,fxd90ii,group-22_person-1,3,1,3,22
gw9a3c,fsttdlx,group-22_person-1,3,3,3,22
l5derx,gkufcl5,group-22_person-1,2,3,1,22
vgthsz,id3eqib,group-22_person-1,2,1,4,22
cgk1mb,euhvoy7,group-22_person-1,2,4,2,22
ha40l5,fv0i78h,group-22_person-1,3,4,3,22
c8pe5j,esohw3p,group-22_person-1,1,1,4,22
dr9o11,f6goibs,group-22_person-1,2,4,4,22
uba13x,i635cqh,group-22_person-1,2,4,4,22
ehjlpq,fcjxdtw,group-22_person-1,3,4,3,22
lz8w3u,gq06vt4,group-22_person-1,2,3,3,22
gek0x9,fpo8zor,group-22_person-1,4,1,1,22
tb2o1u,i08dwor,group-22_person-1,2,5,3,22
mauv90,grucopj,group-22_person-1,1,3,4,22
hhybbz,fwf4wtw,group-22_person-1,2,2,2,22
imodr1,g44akvj,group-22_person-1,1,5,2,22
hbn81h,fvdt7i5,group-22_person-1,3,5,1,22
jt9b7t,gc4b2el,group-22_person-1,2,5,2,22
npd1v4,h04l2s3,group-22_person-1,1,3,1,22
hay70e,fv5qcjs,group-22_person-1,3,2,1,22
sjgujj,hveyq8d,group-22_person-1,1,4,2,22
lgf0c8,gmri2fv,group-22_person-1,3,3,3,22
jcx3bp,g9fcmm8,group-22_person-1,1,1,3,22
exk2rg,fg8zwyz,group-22_person-1,2,5,4,22
lmqqi4,gnxlxut,group-22_person-1,3,5,3,22
f2avyz,fhbev50,group-22_person-1,2,1,3,22
eob1zw,feavm3i,group-22_person-1,3,3,4,22
hmfenf,fx4t59v,group-22_person-1,1,4,4,22
u47ycf,i4txnl7,group-22_person-1,3,1,1,22
kb6uhb,gfgxxc9,group-22_person-1,3,5,2,22
c280xb,erifimh,group-22_person-1,3,3,2,22
g9wc3c,fow0vru,group-22_person-1,2,2,1,22
l297g6,gk45wrj,group-22_person-1,1,4,3,22
hr6yqp,fy6gdkb,group-22_person-1,3,2,2,22
cp33wl,ewmxjt2,group-22_person-1,1,5,4,22
l3pz82,gkhw22h,group-22_person-1,4,3,1,22
khm3td,ggpheo0,group-22_person-1,1,4,3,22
bwsy2p,eq1sy2z,group-06_person-0,4,2,6,6
bwvkjd,eq2zucr,group-06_person-0,4,4,1,6
bx8nev,eq4brct,group-06_person-0,3,3,6,6
bzyex3,eqyhthf,group-06_person-0,3,3,3,6
c0bxk2,er3honf,group-06_person-0,1,2,2,6
c9mr35,et0mh93,group-06_person-0,4,2,4,6
cd7xlh,ets6axf,group-06_person-0,3,2,3,6
cdtkp4,eu3adw0,group-06_person-0,1,2,6,6
chgjgx,ev37yyq,group-06_person-0,4,4,4,6
cjcojl,evchijk,group-06_person-0,4,4,5,6
cjpsx0,evey4n9,group-06_person-0,3,5,6,6
ck6lem,evlhswg,group-06_person-0,4,4,4,6
ckkt03,evqpzqn,group-06_person-0,1,4,4,6
cly1ve,evyqbgm,group-06_person-0,4,3,5,6
cnw6dd,ewegqqb,group-06_person-0,2,3,4,6
cnw6dd,ewf8yka,group-06_person-0,4,3,5,6
cp98xf,ewxew5l,group-06_person-0,2,5,6,6
cqcjb8,f2sg3z0,group-06_person-0,5,2,2,6
cqzh6d,ex4aft5,group-06_person-0,3,3,2,6
d16vwq,ezimycg,group-06_person-0,2,2,2,6
d1xczo,ezqycdl,group-06_person-0,4,1,5,6
dlifxw,f4xctfd,group-06_person-0,2,4,3,6
dn25wx,f57jo3s,group-06_person-0,1,4,6,6
dn8vr0,f5aa52h,group-06_person-0,4,4,3,6
dnbdyf,f5bar53,group-06_person-0,4,1,1,6
dnmdry,f5cmid1,group-06_person-0,1,3,2,6
dnxtmx,f5jwgmv,group-06_person-0,3,2,1,6
dpgq5r,f5whq5t,group-06_person-0,4,3,6,6
dux37d,f79g6tt,group-06_person-0,4,1,6,6
dv7bus,f7b1edw,group-06_person-0,3,3,5,6
dw146r,f7gzopu,group-06_person-0,3,4,1,6
dws74t,f7lhli7,group-06_person-0,3,3,4,6
e2ffk4,f8v5bxw,group-06_person-0,4,4,4,6
e2les2,f8w76o9,group-06_person-0,3,4,4,6
e7i09c,f9ztq8o,group-06_person-0,3,3,2,6
e8oq47,fadhuop,group-06_person-0,3,3,5,6
